Expression,Value
7 * 20,140
7 - 21,-14
7 + 22,29
7 * 22,154
7 - 23,-16
7 * 24,168
7 - 25,-18
7 * 25,175
7 - 26,-19
7 / 26,0.2692307692307692
7 + 27,34
7 - 27,-20
7 + 28,35
7 - 28,-21
7 * 28,196
7 + 29,36
7 - 29,-22
7 * 30,210
7 + 31,38
7 / 31,0.22580645161290322
7 - 32,-25
7 / 32,0.21875
7 + 33,40
7 - 33,-26
7 * 33,231
7 / 33,0.21212121212121213
7 + 34,41
7 / 34,0.20588235294117646
7 * 35,245
7 - 36,-29
7 / 36,0.19444444444444445
7 + 37,44
7 - 37,-30
7 / 38,0.18421052631578946
7 + 39,46
7 - 39,-32
7 * 39,273
7 / 39,0.1794871794871795
7 * 41,287
7 / 41,0.17073170731707318
7 + 42,49
7 / 43,0.16279069767441862
7 + 44,51
7 / 44,0.1590909090909091
7 - 45,-38
7 / 45,0.15555555555555556
7 + 46,53
7 - 46,-39
7 * 46,322
7 / 46,0.15217391304347827
7 * 47,329
7 / 47,0.14893617021276595
7 / 48,0.14583333333333334
7 + 49,56
7 - 50,-43
7 * 50,350
7 / 50,0.14
7 + 53,60
7 - 53,-46
7 / 53,0.1320754716981132
7 - 54,-47
7 * 54,378
7 + 55,62
7 * 55,385
7 / 55,0.12727272727272726
7 - 56,-49
7 / 56,0.125
7 * 57,399
7 - 58,-51
7 * 59,413
7 / 59,0.11864406779661017
7 - 60,-53
7 * 62,434
7 + 63,70
7 * 63,441
7 / 63,0.1111111111111111
7 * 64,448
7 / 64,0.109375
7 + 65,72
7 * 65,455
7 / 65,0.1076923076923077
7 + 66,73
7 - 66,-59
7 * 66,462
7 + 67,74
7 * 67,469
7 + 68,75
7 * 68,476
7 + 69,76
7 - 69,-62
7 + 70,77
7 - 71,-64
7 / 71,0.09859154929577464
7 * 72,504
7 / 72,0.09722222222222222
7 * 73,511
7 + 75,82
7 - 75,-68
7 / 75,0.09333333333333334
7 * 76,532
7 / 76,0.09210526315789473
7 - 77,-70
7 / 77,0.09090909090909091
7 + 78,85
7 * 78,546
7 / 78,0.08974358974358974
7 + 79,86
7 * 79,553
7 / 79,0.08860759493670886
7 - 80,-73
7 / 80,0.0875
7 / 81,0.08641975308641975
7 / 82,0.08536585365853659
7 + 83,90
7 - 83,-76
7 * 83,581
7 / 83,0.08433734939759036
7 * 84,588
7 + 85,92
7 / 85,0.08235294117647059
7 * 87,609
7 / 87,0.08045977011494253
7 - 88,-81
7 * 88,616
7 + 89,96
7 * 89,623
7 - 90,-83
7 * 90,630
7 / 90,0.07777777777777778
7 + 91,98
7 * 91,637
7 / 91,0.07692307692307693
7 + 92,99
7 - 92,-85
7 * 92,644
7 - 93,-86
7 * 93,651
7 + 94,101
7 * 94,658
7 / 94,0.07446808510638298
7 + 95,102
7 - 95,-88
7 + 96,103
7 * 96,672
7 - 97,-90
7 * 97,679
7 + 98,105
7 * 98,686
7 + 99,106
8 - 0,8
8 + 2,10
8 / 3,2.6666666666666665
8 * 4,32
8 - 5,3
8 + 7,15
8 * 7,56
8 / 7,1.1428571428571428
8 - 8,0
8 * 8,64
8 / 8,1.0
8 + 9,17
8 + 10,18
8 * 10,80
8 / 10,0.8
8 * 11,88
8 + 12,20
8 * 14,112
8 / 14,0.5714285714285714
8 + 16,24
8 - 16,-8
8 - 17,-9
8 + 18,26
8 - 18,-10
8 - 19,-11
8 * 19,152
8 + 20,28
8 - 20,-12
8 * 20,160
8 + 21,29
8 - 21,-13
8 * 21,168
8 - 22,-14
8 * 25,200
8 / 25,0.32
8 + 26,34
8 / 27,0.2962962962962963
8 + 28,36
8 * 28,224
8 + 29,37
8 - 29,-21
8 * 29,232
8 / 29,0.27586206896551724
8 + 30,38
8 / 30,0.26666666666666666
8 + 31,39
8 - 31,-23
8 * 31,248
8 / 31,0.25806451612903225
8 / 32,0.25
8 + 33,41
8 / 33,0.24242424242424243
8 + 34,42
8 - 34,-26
8 * 34,272
8 / 34,0.23529411764705882
8 + 35,43
8 / 35,0.22857142857142856
8 + 36,44
8 - 36,-28
8 * 36,288
8 / 36,0.2222222222222222
8 + 37,45
8 - 37,-29
8 * 37,296
8 + 38,46
8 + 39,47
8 * 39,312
8 / 39,0.20512820512820512
8 - 40,-32
8 / 41,0.1951219512195122
8 + 43,51
8 - 43,-35
8 * 43,344
8 + 44,52
8 / 44,0.18181818181818182
8 - 45,-37
8 * 45,360
8 - 46,-38
8 * 46,368
8 / 46,0.17391304347826086
8 + 47,55
8 / 47,0.1702127659574468
8 - 48,-40
8 + 49,57
8 - 49,-41
8 * 49,392
8 + 50,58
8 / 50,0.16
8 * 51,408
8 / 51,0.1568627450980392
8 + 52,60
8 - 52,-44
8 / 52,0.15384615384615385
8 + 53,61
8 - 53,-45
8 + 54,62
8 * 54,432
8 / 54,0.14814814814814814
8 + 55,63
8 - 55,-47
8 + 56,64
8 * 56,448
8 - 57,-49
8 * 57,456
8 / 57,0.14035087719298245
8 + 58,66
8 * 58,464
8 + 59,67
8 * 59,472
8 + 60,68
8 + 61,69
8 - 61,-53
8 / 61,0.13114754098360656
8 + 62,70
8 - 62,-54
8 / 62,0.12903225806451613
8 / 63,0.12698412698412698
8 / 64,0.125
8 - 65,-57
8 + 66,74
8 - 66,-58
8 * 66,528
8 * 67,536
8 / 67,0.11940298507462686
8 * 68,544
8 - 69,-61
8 * 69,552
8 / 69,0.11594202898550725
8 + 70,78
8 - 70,-62
8 + 71,79
8 * 71,568
8 / 71,0.11267605633802817
8 - 73,-65
8 * 73,584
8 / 73,0.1095890410958904
8 + 74,82
8 - 74,-66
8 * 74,592
8 / 74,0.10810810810810811
8 + 75,83
8 * 75,600
8 * 76,608
8 + 77,85
8 - 78,-70
8 / 78,0.10256410256410256
8 - 79,-71
8 + 80,88
8 - 81,-73
8 / 81,0.09876543209876543
8 * 83,664
8 / 83,0.0963855421686747
8 - 84,-76
8 / 84,0.09523809523809523
8 + 85,93
8 - 85,-77
8 / 85,0.09411764705882353
8 + 86,94
8 - 86,-78
8 * 87,696
8 / 87,0.09195402298850575
8 - 88,-80
8 * 88,704
8 - 89,-81
8 / 89,0.0898876404494382
8 + 90,98
8 - 90,-82
8 / 90,0.08888888888888889
8 * 91,728
8 / 91,0.08791208791208792
8 + 92,100
8 * 92,736
8 + 93,101
8 / 93,0.08602150537634409
8 - 94,-86
8 * 94,752
8 / 94,0.0851063829787234
8 + 95,103
8 - 95,-87
8 / 95,0.08421052631578947
8 + 96,104
8 - 96,-88
8 / 96,0.08333333333333333
8 + 97,105
8 * 97,776
8 / 97,0.08247422680412371
8 - 98,-90
8 / 98,0.08163265306122448
8 + 99,107
8 * 99,792
9 * 0,0
9 + 1,10
9 + 2,11
9 / 3,3.0
9 - 4,5
9 * 4,36
9 + 5,14
9 - 5,4
9 * 5,45
9 / 5,1.8
9 / 6,1.5
9 - 7,2
9 * 7,63
9 + 8,17
9 / 8,1.125
9 - 9,0
9 / 9,1.0
9 + 10,19
9 * 10,90
9 * 11,99
9 - 12,-3
9 * 12,108
9 + 13,22
9 - 13,-4
9 + 14,23
9 - 14,-5
9 + 15,24
9 / 15,0.6
9 + 16,25
9 * 16,144
9 / 16,0.5625
9 + 17,26
9 - 17,-8
9 / 18,0.5
9 * 19,171
9 / 19,0.47368421052631576
9 + 20,29
9 - 20,-11
9 / 22,0.4090909090909091
9 + 23,32
9 - 23,-14
9 + 24,33
9 - 24,-15
9 * 24,216
9 + 25,34
9 - 26,-17
9 / 26,0.34615384615384615
9 - 27,-18
9 - 28,-19
9 * 28,252
9 + 29,38
9 - 29,-20
9 / 29,0.3103448275862069
9 / 30,0.3
9 + 31,40
9 - 31,-22
9 - 32,-23
9 + 33,42
9 - 33,-24
9 * 33,297
9 - 34,-25
9 * 35,315
9 + 36,45
9 - 36,-27
9 - 37,-28
9 / 37,0.24324324324324326
9 + 38,47
9 - 38,-29
9 * 38,342
9 / 38,0.23684210526315788
9 + 39,48
9 - 39,-30
9 * 39,351
9 / 39,0.23076923076923078
9 + 40,49
9 - 40,-31
9 / 40,0.225
9 * 41,369
9 / 41,0.21951219512195122
9 * 42,378
9 / 42,0.21428571428571427
9 + 43,52
9 / 43,0.20930232558139536
9 - 45,-36
9 * 45,405
9 + 46,55
9 + 47,56
9 - 47,-38
9 - 48,-39
9 - 49,-40
9 / 49,0.1836734693877551
9 + 50,59
9 - 50,-41
9 / 50,0.18
9 * 53,477
9 * 54,486
9 / 54,0.16666666666666666
9 + 55,64
9 - 55,-46
9 * 55,495
9 / 55,0.16363636363636364
9 + 56,65
9 / 56,0.16071428571428573
9 + 59,68
9 * 59,531
9 + 60,69
9 - 60,-51
9 + 61,70
9 - 61,-52
9 - 62,-53
9 / 62,0.14516129032258066
9 - 63,-54
9 + 64,73
9 + 65,74
9 - 65,-56
9 * 65,585
9 - 66,-57
9 + 67,76
9 - 67,-58
9 * 67,603
9 / 67,0.13432835820895522
9 + 68,77
9 - 68,-59
9 / 68,0.1323529411764706
9 - 69,-60
9 / 69,0.13043478260869565
9 + 70,79
9 - 70,-61
9 / 70,0.12857142857142856
9 + 71,80
9 - 71,-62
9 + 72,81
9 - 72,-63
9 + 73,82
9 - 73,-64
9 * 73,657
9 / 73,0.1232876712328767
9 + 74,83
9 / 74,0.12162162162162163
9 - 75,-66
9 * 75,675
9 + 76,85
9 - 77,-68
9 - 78,-69
9 * 78,702
9 / 78,0.11538461538461539
9 + 79,88
9 * 80,720
9 + 82,91
9 + 83,92
9 - 83,-74
9 * 83,747
9 / 83,0.10843373493975904
9 - 84,-75
9 * 84,756
9 / 84,0.10714285714285714
9 + 85,94
9 - 85,-76
9 / 85,0.10588235294117647
9 + 86,95
9 * 86,774
9 / 86,0.10465116279069768
9 + 87,96
9 / 87,0.10344827586206896
9 + 89,98
9 / 89,0.10112359550561797
9 + 90,99
9 / 90,0.1
9 - 91,-82
9 / 91,0.0989010989010989
9 + 92,101
9 * 92,828
9 / 92,0.09782608695652174
9 + 93,102
9 - 93,-84
9 / 93,0.0967741935483871
9 + 94,103
9 * 94,846
9 / 94,0.09574468085106383
9 * 95,855
9 / 95,0.09473684210526316
9 + 96,105
9 / 96,0.09375
9 + 97,106
9 - 97,-88
9 * 97,873
9 / 97,0.09278350515463918
9 + 98,107
9 * 98,882
9 / 98,0.09183673469387756
9 + 99,108
9 - 99,-90
9 / 99,0.09090909090909091
10 + 1,11
10 * 1,10
10 - 2,8
10 * 4,40
10 + 6,16
10 * 6,60
10 - 7,3
10 - 8,2
10 / 8,1.25
10 + 9,19
10 - 9,1
10 * 9,90
10 / 9,1.1111111111111112
10 + 10,20
10 - 10,0
10 / 10,1.0
10 / 11,0.9090909090909091
10 + 12,22
10 * 12,120
10 - 13,-3
10 / 13,0.7692307692307693
10 * 15,150
10 + 16,26
10 - 16,-6
10 - 17,-7
10 * 17,170
10 + 18,28
10 - 18,-8
10 + 19,29
10 - 19,-9
10 - 20,-10
10 * 20,200
10 - 21,-11
10 / 21,0.47619047619047616
10 + 22,32
10 - 22,-12
10 + 23,33
10 * 23,230
10 + 24,34
10 / 24,0.4166666666666667
10 - 25,-15
10 * 25,250
10 + 26,36
10 / 26,0.38461538461538464
10 - 27,-17
10 / 27,0.37037037037037035
10 + 28,38
10 * 28,280
10 + 29,39
10 - 29,-19
10 * 29,290
10 * 30,300
10 + 31,41
10 / 31,0.3225806451612903
10 + 32,42
10 - 32,-22
10 * 33,330
10 + 34,44
10 - 34,-24
10 / 34,0.29411764705882354
10 + 36,46
10 / 37,0.2702702702702703
10 + 38,48
10 - 38,-28
10 * 38,380
10 / 38,0.2631578947368421
10 + 39,49
10 + 40,50
10 + 41,51
10 * 41,410
10 + 42,52
10 - 42,-32
10 * 42,420
10 / 42,0.23809523809523808
10 - 43,-33
10 - 44,-34
10 / 44,0.22727272727272727
10 / 45,0.2222222222222222
10 + 46,56
10 - 46,-36
10 * 46,460
10 / 46,0.21739130434782608
10 + 47,57
10 - 47,-37
10 * 47,470
10 / 47,0.2127659574468085
10 * 48,480
10 / 48,0.20833333333333334
10 / 49,0.20408163265306123
10 - 50,-40
10 * 50,500
10 / 50,0.2
10 + 51,61
10 - 51,-41
10 + 52,62
10 * 52,520
10 * 53,530
10 - 54,-44
10 + 55,65
10 * 55,550
10 + 56,66
10 - 56,-46
10 - 57,-47
10 / 57,0.17543859649122806
10 * 58,580
10 - 59,-49
10 * 59,590
10 / 59,0.1694915254237288
10 * 60,600
10 + 61,71
10 / 61,0.16393442622950818
10 + 62,72
10 - 62,-52
10 * 62,620
10 / 62,0.16129032258064516
10 + 63,73
10 - 63,-53
10 * 63,630
10 / 63,0.15873015873015872
10 - 64,-54
10 * 65,650
10 - 67,-57
10 * 67,670
10 + 68,78
10 - 68,-58
10 / 68,0.14705882352941177
10 + 69,79
10 - 69,-59
10 / 69,0.14492753623188406
10 * 70,700
10 / 70,0.14285714285714285
10 + 71,81
10 - 71,-61
10 * 71,710
10 / 71,0.14084507042253522
10 * 72,720
10 * 73,730
10 / 73,0.136986301369863
10 - 74,-64
10 / 74,0.13513513513513514
10 + 75,85
10 / 75,0.13333333333333333
10 + 76,86
10 / 76,0.13157894736842105
10 + 77,87
10 / 77,0.12987012987012986
10 - 78,-68
10 * 78,780
10 / 78,0.1282051282051282
10 + 79,89
10 / 79,0.12658227848101267
10 + 80,90
10 / 80,0.125
10 - 81,-71
10 * 81,810
10 / 81,0.12345679012345678
10 + 82,92
10 / 82,0.12195121951219512
10 + 83,93
10 + 84,94
10 * 84,840
10 + 85,95
10 - 86,-76
10 * 86,860
10 + 87,97
10 * 87,870
10 / 87,0.11494252873563218
10 - 88,-78
10 * 88,880
10 / 88,0.11363636363636363
10 * 90,900
10 + 91,101
10 - 91,-81
10 / 93,0.10752688172043011
10 - 94,-84
10 / 94,0.10638297872340426
10 - 95,-85
10 * 95,950
10 / 95,0.10526315789473684
10 + 96,106
10 * 96,960
10 / 97,0.10309278350515463
10 - 98,-88
10 * 98,980
10 + 99,109
10 * 99,990
11 + 0,11
11 * 0,0
11 - 1,10
11 * 1,11
11 * 2,22
11 + 3,14
11 * 3,33
11 + 4,15
11 * 4,44
11 - 5,6
11 + 6,17
11 - 6,5
11 + 7,18
11 * 7,77
11 / 7,1.5714285714285714
11 - 8,3
11 - 9,2
11 - 10,1
11 / 10,1.1
11 + 11,22
11 - 11,0
11 / 11,1.0
11 + 12,23
11 * 12,132
11 + 13,24
11 - 13,-2
11 + 14,25
11 / 14,0.7857142857142857
11 + 15,26
11 - 15,-4
11 * 15,165
11 / 15,0.7333333333333333
11 + 16,27
11 * 16,176
11 + 17,28
11 - 17,-6
11 * 17,187
11 / 17,0.6470588235294118
11 - 18,-7
11 * 19,209
11 - 20,-9
11 * 20,220
11 / 20,0.55
11 + 21,32
11 - 21,-10
11 * 21,231
11 / 21,0.5238095238095238
11 + 22,33
11 - 22,-11
11 + 23,34
11 * 23,253
11 + 24,35
11 - 25,-14
11 / 25,0.44
11 * 26,286
11 + 27,38
11 - 27,-16
11 * 27,297
11 - 28,-17
11 * 28,308
11 + 29,40
11 - 29,-18
11 * 29,319
11 / 29,0.3793103448275862
11 * 30,330
11 + 31,42
11 - 31,-20
11 / 31,0.3548387096774194
11 - 32,-21
11 * 32,352
11 / 32,0.34375
11 - 33,-22
11 * 33,363
11 / 33,0.3333333333333333
11 / 34,0.3235294117647059
11 + 35,46
11 - 35,-24
11 * 36,396
11 - 37,-26
11 * 37,407
11 - 38,-27
11 * 39,429
11 + 40,51
11 - 40,-29
11 + 41,52
11 - 41,-30
11 * 41,451
11 / 41,0.2682926829268293
11 / 42,0.2619047619047619
11 - 43,-32
11 * 43,473
11 / 43,0.2558139534883721
11 / 44,0.25
11 + 45,56
11 / 45,0.24444444444444444
11 + 46,57
11 * 46,506
11 + 47,58
11 * 47,517
11 - 48,-37
11 * 48,528
11 / 48,0.22916666666666666
11 + 49,60
11 - 49,-38
11 * 49,539
11 - 50,-39
11 * 50,550
11 / 50,0.22
11 - 51,-40
11 * 51,561
11 * 52,572
11 / 52,0.21153846153846154
11 + 54,65
11 / 54,0.2037037037037037
11 * 55,605
11 / 55,0.2
11 + 56,67
11 * 56,616
11 * 57,627
11 / 57,0.19298245614035087
11 + 58,69
11 * 58,638
11 + 59,70
11 - 59,-48
11 * 61,671
11 / 61,0.18032786885245902
11 / 62,0.1774193548387097
11 / 63,0.1746031746031746
11 + 64,75
11 - 64,-53
11 / 64,0.171875
11 - 65,-54
11 * 65,715
11 / 65,0.16923076923076924
11 + 66,77
11 * 66,726
11 * 67,737
11 / 67,0.16417910447761194
11 + 68,79
11 - 68,-57
11 * 68,748
11 / 68,0.16176470588235295
11 / 69,0.15942028985507245
11 + 70,81
11 - 70,-59
11 * 70,770
11 + 71,82
11 * 71,781
11 / 71,0.15492957746478872
11 + 72,83
11 * 72,792
11 + 73,84
11 / 73,0.1506849315068493
11 * 74,814
11 / 74,0.14864864864864866
11 + 75,86
11 - 75,-64
11 + 76,87
11 - 76,-65
11 * 76,836
11 - 77,-66
11 + 78,89
11 - 79,-68
11 / 79,0.13924050632911392
11 - 80,-69
11 * 80,880
11 / 80,0.1375
11 + 81,92
11 + 82,93
11 - 82,-71
11 * 83,913
11 / 83,0.13253012048192772
11 + 84,95
11 - 84,-73
11 + 85,96
11 - 85,-74
11 + 86,97
11 - 86,-75
11 * 86,946
11 + 87,98
11 / 87,0.12643678160919541
11 * 88,968
11 * 89,979
11 + 90,101
11 - 90,-79
11 / 90,0.12222222222222222
11 * 91,1001
11 + 92,103
11 - 92,-81
11 * 92,1012
11 / 92,0.11956521739130435
11 - 93,-82
11 * 93,1023
11 + 94,105
11 - 94,-83
11 / 94,0.11702127659574468
11 + 95,106
11 * 95,1045
11 * 96,1056
11 / 96,0.11458333333333333
11 + 97,108
11 + 98,109
11 * 98,1078
11 / 98,0.11224489795918367
11 + 99,110
11 - 99,-88
12 - 1,11
12 - 2,10
12 + 3,15
12 - 3,9
12 * 3,36
12 + 5,17
12 * 5,60
12 + 6,18
12 - 6,6
12 * 6,72
12 * 8,96
12 + 9,21
12 - 9,3
12 * 9,108
12 / 9,1.3333333333333333
12 + 10,22
12 - 10,2
12 / 10,1.2
12 + 11,23
12 * 11,132
12 / 11,1.0909090909090908
12 + 12,24
12 - 12,0
12 / 12,1.0
12 / 14,0.8571428571428571
12 / 15,0.8
12 + 16,28
12 - 16,-4
12 * 17,204
12 / 17,0.7058823529411765
12 * 18,216
12 / 19,0.631578947368421
12 * 20,240
12 / 20,0.6
12 - 21,-9
12 / 21,0.5714285714285714
12 + 22,34
12 - 22,-10
12 / 22,0.5454545454545454
12 - 23,-11
12 / 23,0.5217391304347826
12 - 24,-12
12 * 24,288
12 - 25,-13
12 * 25,300
12 / 25,0.48
12 - 26,-14
12 / 26,0.46153846153846156
12 + 27,39
12 - 27,-15
12 * 27,324
12 / 27,0.4444444444444444
12 + 28,40
12 / 29,0.41379310344827586
12 * 30,360
12 + 31,43
12 * 31,372
12 / 31,0.3870967741935484
12 + 32,44
12 - 32,-20
12 * 32,384
12 / 32,0.375
12 * 33,396
12 + 34,46
12 - 35,-23
12 * 35,420
12 - 36,-24
12 + 37,49
12 - 37,-25
12 * 37,444
12 + 38,50
12 * 38,456
12 / 38,0.3157894736842105
12 + 40,52
12 - 40,-28
12 * 40,480
12 / 40,0.3
12 + 42,54
12 - 42,-30
12 + 43,55
12 / 43,0.27906976744186046
12 + 44,56
12 * 44,528
12 + 45,57
12 * 45,540
12 / 46,0.2608695652173913
12 * 47,564
12 - 48,-36
12 * 48,576
12 / 48,0.25
12 - 49,-37
12 * 49,588
12 / 49,0.24489795918367346
12 + 50,62
12 + 51,63
12 - 51,-39
12 * 51,612
12 / 51,0.23529411764705882
12 * 53,636
12 + 54,66
12 * 54,648
12 + 55,67
12 * 55,660
12 + 57,69
12 / 57,0.21052631578947367
12 + 58,70
12 * 58,696
12 / 58,0.20689655172413793
12 + 59,71
12 * 59,708
12 + 60,72
12 * 61,732
12 - 62,-50
12 * 62,744
12 / 62,0.1935483870967742
12 - 63,-51
12 / 63,0.19047619047619047
12 + 64,76
12 / 64,0.1875
12 - 65,-53
12 / 65,0.18461538461538463
12 + 66,78
12 / 66,0.18181818181818182
12 + 67,79
12 / 67,0.1791044776119403
12 + 68,80
12 * 68,816
12 / 68,0.17647058823529413
12 + 70,82
12 - 70,-58
12 / 70,0.17142857142857143
12 + 71,83
12 - 71,-59
12 * 71,852
12 + 72,84
12 + 73,85
12 * 73,876
12 + 74,86
12 - 74,-62
12 * 74,888
12 + 75,87
12 - 75,-63
12 * 76,912
12 / 76,0.15789473684210525
12 * 78,936
12 + 79,91
12 - 79,-67
12 * 79,948
12 + 80,92
12 - 80,-68
12 / 80,0.15
12 / 81,0.14814814814814814
12 + 82,94
12 - 82,-70
12 * 82,984
12 / 82,0.14634146341463414
12 * 83,996
12 / 83,0.14457831325301204
12 + 84,96
12 * 84,1008
12 / 85,0.1411764705882353
12 + 86,98
12 + 87,99
12 - 87,-75
12 * 87,1044
12 + 88,100
12 + 89,101
12 * 89,1068
12 / 89,0.1348314606741573
12 * 90,1080
12 / 90,0.13333333333333333
12 + 91,103
12 * 91,1092
12 - 92,-80
12 + 94,106
12 + 95,107
12 - 95,-83
12 + 96,108
12 - 96,-84
12 * 96,1152
12 / 97,0.12371134020618557
12 + 98,110
12 - 98,-86
12 * 98,1176
12 / 98,0.12244897959183673
12 - 99,-87
13 + 0,13
13 * 0,0
13 * 1,13
13 + 2,15
13 * 2,26
13 / 2,6.5
13 + 3,16
13 - 3,10
13 / 3,4.333333333333333
13 - 4,9
13 * 4,52
13 / 4,3.25
13 + 5,18
13 - 5,8
13 + 6,19
13 - 6,7
13 * 6,78
13 + 7,20
13 * 7,91
13 + 8,21
13 + 9,22
13 - 9,4
13 + 10,23
13 + 11,24
13 / 11,1.1818181818181819
13 - 12,1
13 * 12,156
13 + 13,26
13 - 13,0
13 + 15,28
13 - 15,-2
13 * 15,195
13 + 16,29
13 - 16,-3
13 / 19,0.6842105263157895
13 + 20,33
13 / 20,0.65
13 / 21,0.6190476190476191
13 + 22,35
13 - 22,-9
13 * 22,286
13 / 22,0.5909090909090909
13 * 23,299
13 / 23,0.5652173913043478
13 + 24,37
13 / 24,0.5416666666666666
13 + 25,38
13 - 25,-12
13 / 25,0.52
13 - 26,-13
13 + 27,40
13 - 27,-14
13 / 27,0.48148148148148145
13 + 28,41
13 - 28,-15
13 + 29,42
13 - 29,-16
13 / 29,0.4482758620689655
13 + 30,43
13 * 30,390
13 + 31,44
13 * 31,403
13 / 31,0.41935483870967744
13 - 32,-19
13 / 32,0.40625
13 + 33,46
13 * 33,429
13 - 34,-21
13 * 34,442
13 / 34,0.38235294117647056
13 / 35,0.37142857142857144
13 - 36,-23
13 - 37,-24
13 * 37,481
13 / 37,0.35135135135135137
13 + 38,51
13 - 38,-25
13 + 39,52
13 * 39,507
13 / 39,0.3333333333333333
13 + 40,53
13 - 40,-27
13 * 40,520
13 + 41,54
13 - 41,-28
13 / 41,0.3170731707317073
13 - 42,-29
13 * 42,546
13 - 43,-30
13 - 44,-31
13 * 44,572
13 + 45,58
13 - 45,-32
13 * 45,585
13 / 45,0.28888888888888886
13 + 46,59
13 / 46,0.2826086956521739
13 + 47,60
13 / 47,0.2765957446808511
13 * 48,624
13 / 49,0.2653061224489796
13 / 50,0.26
13 - 51,-38
13 / 51,0.2549019607843137
13 + 52,65
13 * 52,676
13 * 53,689
13 / 53,0.24528301886792453
13 - 54,-41
13 * 54,702
13 / 54,0.24074074074074073
13 + 55,68
13 - 55,-42
13 * 55,715
13 / 55,0.23636363636363636
13 + 56,69
13 * 56,728
13 - 57,-44
13 / 57,0.22807017543859648
13 - 58,-45
13 * 58,754
13 - 59,-46
13 * 59,767
13 * 60,780
13 - 61,-48
13 * 61,793
13 + 62,75
13 / 62,0.20967741935483872
13 + 63,76
13 * 63,819
13 + 64,77
13 - 64,-51
13 / 64,0.203125
13 + 65,78
13 - 65,-52
13 * 65,845
13 / 65,0.2
13 + 66,79
13 / 66,0.19696969696969696
13 + 67,80
13 - 67,-54
13 * 67,871
13 / 67,0.19402985074626866
13 - 68,-55
13 - 69,-56
13 * 69,897
13 * 70,910
13 - 71,-58
13 * 71,923
13 / 71,0.18309859154929578
13 - 72,-59
13 * 72,936
13 + 73,86
13 / 73,0.1780821917808219
13 - 74,-61
13 * 74,962
13 + 75,88
13 - 75,-62
13 * 75,975
13 / 75,0.17333333333333334
13 * 76,988
13 / 76,0.17105263157894737
13 - 77,-64
13 + 78,91
13 * 78,1014
13 / 78,0.16666666666666666
13 - 79,-66
13 / 79,0.16455696202531644
13 + 80,93
13 - 80,-67
13 - 81,-68
13 * 81,1053
13 - 82,-69
13 - 83,-70
13 * 83,1079
13 - 84,-71
13 * 84,1092
13 + 85,98
13 - 85,-72
13 / 85,0.15294117647058825
13 * 86,1118
13 + 87,100
13 - 87,-74
13 + 88,101
13 - 88,-75
13 - 89,-76
13 / 90,0.14444444444444443
13 + 91,104
13 * 91,1183
13 / 91,0.14285714285714285
13 - 92,-79
13 * 92,1196
13 - 93,-80
13 * 93,1209
13 + 94,107
13 * 94,1222
13 + 95,108
13 + 96,109
13 / 96,0.13541666666666666
13 - 97,-84
13 * 97,1261
13 - 98,-85
13 / 98,0.1326530612244898
13 + 99,112
13 * 99,1287
14 * 0,0
14 + 1,15
14 * 1,14
14 * 2,28
14 + 3,17
14 * 3,42
14 / 3,4.666666666666667
14 - 4,10
14 * 4,56
14 / 4,3.5
14 * 5,70
14 / 5,2.8
14 + 6,20
14 - 6,8
14 / 6,2.3333333333333335
14 + 7,21
14 / 7,2.0
14 + 8,22
14 * 8,112
14 - 9,5
14 * 9,126
14 + 10,24
14 - 10,4
14 - 11,3
14 + 12,26
14 * 12,168
14 / 12,1.1666666666666667
14 - 13,1
14 / 13,1.0769230769230769
14 + 14,28
14 * 14,196
14 + 15,29
14 - 15,-1
14 * 16,224
14 / 16,0.875
14 - 18,-4
14 * 18,252
14 - 19,-5
14 * 19,266
14 + 20,34
14 - 21,-7
14 * 21,294
14 * 22,308
14 + 23,37
14 * 23,322
14 / 23,0.6086956521739131
14 + 24,38
14 + 25,39
14 * 26,364
14 - 27,-13
14 + 28,42
14 / 28,0.5
14 - 29,-15
14 / 29,0.4827586206896552
14 + 30,44
14 - 30,-16
14 * 30,420
14 / 30,0.4666666666666667
14 + 31,45
14 - 31,-17
14 * 31,434
14 / 31,0.45161290322580644
14 + 32,46
14 - 32,-18
14 + 33,47
14 * 33,462
14 / 33,0.42424242424242425
14 + 34,48
14 - 34,-20
14 / 34,0.4117647058823529
14 - 35,-21
14 / 35,0.4
14 - 36,-22
14 * 36,504
14 + 37,51
14 - 37,-23
14 / 37,0.3783783783783784
14 + 38,52
14 * 38,532
14 - 39,-25
14 / 39,0.358974358974359
14 + 40,54
14 / 41,0.34146341463414637
14 - 42,-28
14 * 42,588
14 / 42,0.3333333333333333
14 + 43,57
14 * 44,616
14 + 45,59
14 + 46,60
14 - 46,-32
14 / 46,0.30434782608695654
14 + 47,61
14 / 47,0.2978723404255319
14 + 48,62
14 * 48,672
14 + 49,63
14 - 49,-35
14 * 49,686
14 / 49,0.2857142857142857
14 - 50,-36
14 * 50,700
14 + 51,65
14 - 51,-37
14 * 51,714
14 + 52,66
14 - 52,-38
14 * 52,728
14 / 52,0.2692307692307692
14 / 53,0.2641509433962264
14 + 54,68
14 - 54,-40
14 * 54,756
14 / 54,0.25925925925925924
14 * 55,770
14 - 56,-42
14 * 56,784
14 / 56,0.25
14 / 57,0.24561403508771928
14 - 58,-44
14 * 58,812
14 + 59,73
14 * 59,826
14 + 60,74
14 - 60,-46
