Expression,Value
78/98,0.7959183673469388
71*3,213
28+53,81
26-6,20
31/96,0.3229166666666667
39+44,83
23*24,552
19-11,8
90-68,22
94-31,63
47/28,1.6785714285714286
4/31,0.12903225806451613
59-55,4
4-98,-94
59-69,-10
95*55,5225
91-99,-8
96*33,3168
82/40,2.05
58-8,50
19*61,1159
40*93,3720
25-11,14
69-71,-2
25-41,-16
74+3,77
18+43,61
19+9,28
83-29,54
26-74,-48
26-25,1
6-24,-18
90+44,134
32-44,-12
25/53,0.4716981132075472
20+0,20
12-91,-79
78+75,153
0-79,-79
89*91,8099
14-31,-17
1/41,0.024390243902439025
87*35,3045
76*33,2508
92/56,1.6428571428571428
17-41,-24
35-65,-30
39+9,48
68*47,3196
26/33,0.7878787878787878
20-11,9
11-50,-39
89/72,1.2361111111111112
91*0,0
90/21,4.285714285714286
84/70,1.2
18-10,8
24/12,2.0
81-31,50
24*63,1512
77+55,132
96/4,24.0
68-81,-13
16-21,-5
88+28,116
20*89,1780
75*51,3825
62-17,45
69-82,-13
39*16,624
90-10,80
86+59,145
30+5,35
37*21,777
47-55,-8
43*21,903
71/28,2.5357142857142856
77-86,-9
66/51,1.2941176470588236
64+34,98
73+14,87
11/44,0.25
48-2,46
55+34,89
31*18,558
4+59,63
46-7,39
46-7,39
79-84,-5
95*25,2375
63-51,12
99/99,1.0
97+44,141
98*9,882
17/45,0.37777777777777777
36/26,1.3846153846153846
37-13,24
12-21,-9
68/6,11.333333333333334
61+34,95
59*43,2537
63*17,1071
48+39,87
15/62,0.24193548387096775
97-76,21
0+39,39
8*91,728
36-70,-34
54*31,1674
83-95,-12
14+44,58
69+37,106
71+45,116
51/69,0.7391304347826086
22/3,7.333333333333333
8-69,-61
56*13,728
46*58,2668
95*78,7410
49/51,0.9607843137254902
23+82,105
71/85,0.8352941176470589
4/88,0.045454545454545456
91-42,49
20+38,58
47/75,0.6266666666666667
59-3,56
82-58,24
81*30,2430
44/75,0.5866666666666667
89/98,0.9081632653061225
43-3,40
93+44,137
90-70,20
37*72,2664
59+2,61
50-19,31
9/45,0.2
30*76,2280
54+90,144
47*16,752
13-39,-26
16+44,60
63*67,4221
80+24,104
82*87,7134
97+67,164
94-51,43
85/60,1.4166666666666667
23*53,1219
65/20,3.25
4*79,316
19+83,102
34+26,60
84-50,34
76+5,81
59+92,151
55*27,1485
38*49,1862
13-80,-67
81*74,5994
46+32,78
96/64,1.5
49-2,47
39/91,0.42857142857142855
65+61,126
38*98,3724
48/97,0.4948453608247423
24/19,1.263157894736842
54-93,-39
23-96,-73
77+46,123
82/29,2.8275862068965516
62/42,1.4761904761904763
65+59,124
18+82,100
12*27,324
84/59,1.423728813559322
73-0,73
4-39,-35
62+99,161
32*30,960
0/34,0.0
1-45,-44
3+74,77
97*95,9215
11-87,-76
79-78,1
72+62,134
17/72,0.2361111111111111
5-30,-25
33-90,-57
44-64,-20
73-67,6
95+81,176
21*39,819
10+68,78
8+67,75
63/11,5.7272727272727275
77/5,15.4
87*84,7308
24*76,1824
13-14,-1
57-24,33
55+75,130
18-77,-59
41+12,53
76*42,3192
6/73,0.0821917808219178
10*0,0
69+35,104
36+96,132
6/41,0.14634146341463414
56/10,5.6
48-35,13
73/80,0.9125
1-20,-19
51/31,1.6451612903225807
32-45,-13
50+96,146
54-39,15
73*59,4307
50-68,-18
66*1,66
27/76,0.35526315789473684
70+17,87
66/5,13.2
51/48,1.0625
30-1,29
13+78,91
53/83,0.6385542168674698
35+25,60
89/40,2.225
2-71,-69
18+5,23
18/34,0.5294117647058824
8*16,128
58+37,95
50*1,50
64*38,2432
38/7,5.428571428571429
98-74,24
23-22,1
77/47,1.6382978723404256
34*19,646
61+11,72
43*59,2537
83-92,-9
40-76,-36
65*62,4030
28/61,0.45901639344262296
42+10,52
9/12,0.75
42-37,5
25-85,-60
54*17,918
43*82,3526
5*85,425
39/4,9.75
99-91,8
5-88,-83
41/20,2.05
54+29,83
43/84,0.5119047619047619
30+31,61
7+46,53
3-51,-48
60/57,1.0526315789473684
41/48,0.8541666666666666
37+23,60
14+23,37
73/16,4.5625
13-22,-9
61+34,95
14-68,-54
36+57,93
61/88,0.6931818181818182
95/7,13.571428571428571
15/11,1.3636363636363635
76-71,5
64-26,38
52-77,-25
87*69,6003
51*16,816
7*19,133
36*74,2664
0+47,47
47-25,22
64*96,6144
45/65,0.6923076923076923
70/27,2.5925925925925926
0+91,91
61-8,53
37-78,-41
11/85,0.12941176470588237
81*6,486
61+95,156
77*81,6237
73-0,73
92*75,6900
37*73,2701
39*79,3081
71/91,0.7802197802197802
7-16,-9
58/30,1.9333333333333333
77*75,5775
78-74,4
37/32,1.15625
36+17,53
22*75,1650
95*16,1520
24-31,-7
77+50,127
45-24,21
53*92,4876
65/27,2.4074074074074074
22*34,748
31/80,0.3875
76+3,79
40+11,51
49*82,4018
45+53,98
17+8,25
44*69,3036
97/1,97.0
9+11,20
81/52,1.5576923076923077
44*80,3520
31/65,0.47692307692307695
59/15,3.933333333333333
44-1,43
93+65,158
52/29,1.793103448275862
24*98,2352
69/72,0.9583333333333334
16/99,0.16161616161616163
39*9,351
63-1,62
76*49,3724
61+4,65
71/65,1.0923076923076922
73/82,0.8902439024390244
32/44,0.7272727272727273
65-80,-15
60*72,4320
42+20,62
48*21,1008
90*92,8280
90*31,2790
33/37,0.8918918918918919
1*61,61
80-96,-16
14*53,742
35*13,455
72+94,166
58*40,2320
40*85,3400
86/91,0.945054945054945
79-89,-10
67-59,8
7-78,-71
55-85,-30
83/20,4.15
53*49,2597
20/79,0.25316455696202533
71-43,28
44+21,65
96+63,159
60+8,68
31+67,98
98*71,6958
40*91,3640
34+12,46
7/94,0.07446808510638298
61/66,0.9242424242424242
49+14,63
49-81,-32
72*87,6264
99+0,99
35/34,1.0294117647058822
52*40,2080
52/72,0.7222222222222222
3*44,132
44*70,3080
81*52,4212
46-67,-21
48/37,1.2972972972972974
42*47,1974
8+59,67
98*67,6566
49/11,4.454545454545454
37-46,-9
46-17,29
21-78,-57
38/67,0.5671641791044776
67/35,1.9142857142857144
81/99,0.8181818181818182
80/32,2.5
30+59,89
69*0,0
22/41,0.5365853658536586
92/84,1.0952380952380953
29-74,-45
19-3,16
58-25,33
55-23,32
99/36,2.75
91+70,161
89/95,0.9368421052631579
33*26,858
37*71,2627
73-8,65
40/70,0.5714285714285714
30/87,0.3448275862068966
33/70,0.4714285714285714
75/20,3.75
33-44,-11
43*16,688
15+51,66
81*72,5832
94/64,1.46875
5+57,62
76-86,-10
70/97,0.7216494845360825
40+14,54
43+24,67
33/30,1.1
16+27,43
3*92,276
86-87,-1
71/44,1.6136363636363635
56*63,3528
30+84,114
22+12,34
66-63,3
7-23,-16
70/24,2.9166666666666665
14+83,97
99-61,38
32/48,0.6666666666666666
96/79,1.2151898734177216
21/43,0.4883720930232558
73/60,1.2166666666666666
98/89,1.101123595505618
25/88,0.2840909090909091
0+56,56
27-77,-50
27/27,1.0
72-35,37
53-76,-23
27+68,95
46/17,2.7058823529411766
48+19,67
99/13,7.615384615384615
20+98,118
99+67,166
17-20,-3
12*27,324
4-39,-35
32+97,129
17-37,-20
83+74,157
87+46,133
88*8,704
61+56,117
88/41,2.1463414634146343
14+77,91
17*76,1292
57-56,1
97*9,873
38+82,120
43/3,14.333333333333334
55+56,111
85-58,27
99+97,196
7+18,25
16*83,1328
45*13,585
3+26,29
12-82,-70
36/9,4.0
10*91,910
61-64,-3
53/35,1.5142857142857142
84*8,672
76-18,58
16-16,0
57*43,2451
84*32,2688
52+2,54
9-75,-66
6/52,0.11538461538461539
1*3,3
27/24,1.125
63/74,0.8513513513513513
21*52,1092
54*85,4590
97-11,86
63*62,3906
89+26,115
79-42,37
90-28,62
60/30,2.0
19-39,-20
29/3,9.666666666666666
27-94,-67
19*88,1672
34+38,72
44*57,2508
66-47,19
99-55,44
92/15,6.133333333333334
8*28,224
64+37,101
31*87,2697
2*8,16
94+7,101
61+7,68
56*47,2632
34-49,-15
0/74,0.0
92*87,8004
74+34,108
51/3,17.0
61/42,1.4523809523809523
39*23,897
28*10,280
22-82,-60
90-72,18
24-47,-23
17/84,0.20238095238095238
1-7,-6
58/54,1.0740740740740742
60*30,1800
29/46,0.6304347826086957
64/47,1.3617021276595744
0-12,-12
95-11,84
37-74,-37
98*78,7644
84/96,0.875
34-3,31
27+97,124
6*36,216
87-98,-11
48+19,67
22*87,1914
22+24,46
98+60,158
62/75,0.8266666666666667
41-78,-37
86+50,136
52*84,4368
67/80,0.8375
3/53,0.05660377358490566
79+6,85
44*12,528
71*85,6035
89+69,158
60*23,1380
65*10,650
3/99,0.030303030303030304
75+31,106
92+94,186
4*85,340
10+45,55
83+92,175
99-11,88
77-70,7
26-29,-3
45*90,4050
43*87,3741
40-63,-23
9/31,0.2903225806451613
68+88,156
51*80,4080
33*95,3135
95*12,1140
31*74,2294
75-0,75
42-71,-29
2+43,45
95/73,1.3013698630136987
66/59,1.11864406779661
53*8,424
23*67,1541
93+62,155
76/59,1.2881355932203389
65-19,46
62-82,-20
3-54,-51
77-92,-15
19+16,35
64*1,64
54-26,28
61+49,110
32-76,-44
14+70,84
63+72,135
0-16,-16
95+59,154
33*80,2640
49*19,931
6*3,18
85/20,4.25
47/96,0.4895833333333333
72-40,32
59*90,5310
78+85,163
8*29,232
66/25,2.64
27*75,2025
86-16,70
53+23,76
66*8,528
96*76,7296
41/99,0.41414141414141414
4*85,340
78-12,66
92+63,155
65/63,1.0317460317460319
91/56,1.625
28*45,1260
68+54,122
31-42,-11
40-78,-38
80-31,49
66*78,5148
36+81,117
65-49,16
31-32,-1
96+56,152
50+89,139
73+96,169
1-80,-79
29-69,-40
71-43,28
33-98,-65
88/60,1.4666666666666666
43-60,-17
39*87,3393
29/11,2.6363636363636362
74-72,2
13*85,1105
63*54,3402
99*25,2475
20-89,-69
29*44,1276
54/8,6.75
20-84,-64
1*20,20
82/25,3.28
0+27,27
54*50,2700
58+85,143
78*32,2496
12*85,1020
60*72,4320
74*13,962
29-92,-63
80-61,19
95+2,97
28+31,59
79*64,5056
27/59,0.4576271186440678
2-94,-92
68+78,146
6*99,594
86*72,6192
8+74,82
83+95,178
33/39,0.8461538461538461
81-72,9
62-40,22
95*96,9120
96/6,16.0
85/51,1.6666666666666667
29*9,261
65*65,4225
93-86,7
9*83,747
7-53,-46
30+25,55
29-31,-2
31+43,74
98+39,137
87/36,2.4166666666666665
14/56,0.25
10+99,109
64*80,5120
10+51,61
50*67,3350
80-33,47
33*50,1650
65*90,5850
99+42,141
49/74,0.6621621621621622
88*48,4224
5-23,-18
81-29,52
49*92,4508
98*0,0
79-44,35
1/72,0.013888888888888888
56-45,11
47*57,2679
72-47,25
34/63,0.5396825396825397
43+0,43
93+2,95
3/57,0.05263157894736842
52-74,-22
87-48,39
20+47,67
92+87,179
51+45,96
4+4,8
61-58,3
91-38,53
61-56,5
79-82,-3
65/68,0.9558823529411765
17-61,-44
23*85,1955
40-42,-2
48*62,2976
48*12,576
7/59,0.11864406779661017
35-2,33
53+17,70
5-52,-47
1-26,-25
65-77,-12
31-29,2
95-38,57
4-22,-18
94-80,14
83/22,3.772727272727273
57/4,14.25
87*62,5394
98*75,7350
42/17,2.4705882352941178
98*93,9114
8-98,-90
34+76,110
2-91,-89
24/80,0.3
74/12,6.166666666666667
90*2,180
39+71,110
84*8,672
9/5,1.8
82+7,89
47*36,1692
71+61,132
97-90,7
64+17,81
27/51,0.5294117647058824
35+90,125
36*39,1404
67*47,3149
75-2,73
55*45,2475
51+66,117
85/53,1.6037735849056605
31*18,558
45*88,3960
2*96,192
66*61,4026
57/31,1.8387096774193548
86-43,43
14*89,1246
74*65,4810
58*41,2378
74*57,4218
86/60,1.4333333333333333
58-56,2
96+87,183
94/13,7.230769230769231
96-38,58
69/11,6.2727272727272725
54*54,2916
82/6,13.666666666666666
29*96,2784
25-98,-73
68-70,-2
80*96,7680
36/83,0.43373493975903615
63/86,0.7325581395348837
96-3,93
99+25,124
73*75,5475
97*19,1843
74+15,89
98*87,8526
56-20,36
1-10,-9
55*64,3520
90-15,75
38*36,1368
69+88,157
32*38,1216
84-9,75
54*90,4860
63/46,1.3695652173913044
17-43,-26
7*28,196
97+98,195
58*93,5394
24-20,4
5*62,310
27-57,-30
27*95,2565
32/3,10.666666666666666
3/5,0.6
61*25,1525
92-52,40
71+9,80
88/95,0.9263157894736842
16/98,0.16326530612244897
46*91,4186
11-6,5
66*26,1716
53+35,88
36/34,1.0588235294117647
55*26,1430
91/19,4.7894736842105265
77/45,1.711111111111111
25/22,1.1363636363636365
69*2,138
5/49,0.10204081632653061
2/76,0.02631578947368421
18+14,32
78*21,1638
34*45,1530
86+92,178
93*71,6603
99*94,9306
42+86,128
51*54,2754
16*22,352
89-46,43
76-77,-1
81-69,12
83/76,1.0921052631578947
98/65,1.5076923076923077
72/32,2.25
79+9,88
92-14,78
59+31,90
80-40,40
72-44,28
41/36,1.1388888888888888
8+35,43
91*88,8008
2*69,138
13*40,520
38-48,-10
4+54,58
75/95,0.7894736842105263
4+92,96
22-86,-64
1*57,57
30/82,0.36585365853658536
11*92,1012
22+29,51
51/28,1.8214285714285714
92-51,41
27/35,0.7714285714285715
97/67,1.4477611940298507
87*33,2871
78/96,0.8125
55+95,150
46+99,145
27-27,0
83+94,177
9+76,85
95*49,4655
76+73,149
33/13,2.5384615384615383
33/93,0.3548387096774194
71/11,6.454545454545454
12+53,65
19+38,57
98-22,76
61*18,1098
66+66,132
58/57,1.0175438596491229
4*35,140
48*14,672
94/89,1.0561797752808988
15/50,0.3
82/34,2.411764705882353
79-18,61
29-44,-15
59/70,0.8428571428571429
51+37,88
91*81,7371
61+73,134
58-9,49
23-93,-70
14/13,1.0769230769230769
26-33,-7
75/43,1.744186046511628
20/39,0.5128205128205128
70*40,2800
88*77,6776
59-90,-31
92+50,142
41+32,73
41-1,40
96+83,179
55/33,1.6666666666666667
43+94,137
47-18,29
84+26,110
58/46,1.2608695652173914
12*46,552
41-45,-4
48-70,-22
70+12,82
60/2,30.0
6*64,384
0/73,0.0
44*10,440
58+54,112
92*45,4140
30/76,0.39473684210526316
47+49,96
12*13,156
59*30,1770
32*66,2112
94*49,4606
59+9,68
90+68,158
22*5,110
16/29,0.5517241379310345
94+99,193
88/78,1.1282051282051282
35+13,48
60+77,137
52/81,0.6419753086419753
40+82,122
30/98,0.30612244897959184
58/2,29.0
87/93,0.9354838709677419
11-21,-10
62/8,7.75
97-49,48
14-85,-71
77-65,12
17*46,782
52*57,2964
88/15,5.866666666666666
40/66,0.6060606060606061
45/84,0.5357142857142857
79+76,155
27/96,0.28125
62/87,0.7126436781609196
25-98,-73
19-90,-71
51*95,4845
81-50,31
16*33,528
85-88,-3
88+84,172
14/80,0.175
23-34,-11
86-14,72
1*16,16
52/94,0.5531914893617021
71-60,11
14-26,-12
79-36,43
58+65,123
45-89,-44
30-34,-4
44/99,0.4444444444444444
0/66,0.0
94*43,4042
3+24,27
88*0,0
83+45,128
51-50,1
41-61,-20
49*77,3773
93/14,6.642857142857143
65+5,70
12*64,768
59/86,0.686046511627907
75*52,3900
51/24,2.125
84*99,8316
88+67,155
27-65,-38
95*36,3420
84/67,1.2537313432835822
94+14,108
13*85,1105
32-92,-60
79-4,75
42/92,0.45652173913043476
82+52,134
57*69,3933
76*84,6384
15/18,0.8333333333333334
50+99,149
63-88,-25
60+60,120
99-90,9
19-33,-14
61+1,62
0+31,31
95*80,7600
89/55,1.6181818181818182
79+20,99
93*24,2232
68-98,-30
84*43,3612
17-51,-34
68*95,6460
13-92,-79
13/40,0.325
80*38,3040
10/50,0.2
25*52,1300
31-26,5
44-90,-46
97/57,1.7017543859649122
76+90,166
9*41,369
62*52,3224
48/22,2.1818181818181817
11*15,165
85-91,-6
87*26,2262
91+4,95
46+67,113
87-37,50
28*2,56
23+95,118
43*19,817
92*44,4048
54-5,49
67/46,1.4565217391304348
75+47,122
68-42,26
50/80,0.625
44/1,44.0
74-28,46
77-6,71
80/36,2.2222222222222223
52-53,-1
0-19,-19
67/39,1.7179487179487178
2+49,51
44+49,93
51/1,51.0
70/9,7.777777777777778
60/41,1.4634146341463414
22/15,1.4666666666666666
21*24,504
1/18,0.05555555555555555
6-55,-49
39+83,122
61/31,1.967741935483871
20*47,940
62*73,4526
80*19,1520
46+89,135
83*59,4897
85/99,0.8585858585858586
59/64,0.921875
31/12,2.5833333333333335
0*78,0
34+66,100
55/29,1.896551724137931
29/62,0.46774193548387094
92/90,1.0222222222222221
77/73,1.0547945205479452
63-2,61
26/30,0.8666666666666667
35+62,97
2/13,0.15384615384615385
15-8,7
31-66,-35
71-99,-28
77+47,124
27+95,122
18-3,15
65-32,33
34-29,5
68/94,0.723404255319149
16-33,-17
17/42,0.40476190476190477
15+76,91
33-34,-1
9-14,-5
14/67,0.208955223880597
52/1,52.0
51*72,3672
66-84,-18
89/4,22.25
9/59,0.15254237288135594
72-30,42
78/86,0.9069767441860465
27*76,2052
10*6,60
89-52,37
32*71,2272
27+51,78
0*79,0
15/37,0.40540540540540543
68/14,4.857142857142857
10+76,86
99-76,23
3/56,0.05357142857142857
72*78,5616
76-94,-18
13/42,0.30952380952380953
19*73,1387
57/14,4.071428571428571
82/58,1.4137931034482758
82/54,1.5185185185185186
92-69,23
16/28,0.5714285714285714
57+29,86
89-26,63
60*1,60
37+20,57
70-46,24
57*81,4617
55-34,21
29+26,55
56+7,63
97-18,79
6/47,0.1276595744680851
24/56,0.42857142857142855
50*90,4500
25*84,2100
58/75,0.7733333333333333
86+64,150
53*14,742
93-34,59
41*95,3895
62*79,4898
10*90,900
42*61,2562
20/53,0.37735849056603776
47-92,-45
57-60,-3
65*93,6045
40*35,1400
70+58,128
70/84,0.8333333333333334
84-33,51
59-96,-37
37-64,-27
27/82,0.32926829268292684
98/52,1.8846153846153846
54/81,0.6666666666666666
65+30,95
20-30,-10
72-62,10
38*35,1330
89+39,128
60/39,1.5384615384615385
87+62,149
17*99,1683
36-82,-46
25/24,1.0416666666666667
6+69,75
45*29,1305
36*55,1980
3+28,31
6*72,432
33/29,1.1379310344827587
63-28,35
80-0,80
37-73,-36
21+66,87
91-38,53
36/24,1.5
30-79,-49
79+21,100
53/21,2.5238095238095237
8/43,0.18604651162790697
15-12,3
94-99,-5
76*28,2128
33*72,2376
12-42,-30
50*91,4550
13/5,2.6
88-51,37
87/47,1.851063829787234
69/77,0.8961038961038961
72/99,0.7272727272727273
13-3,10
89-90,-1
50/1,50.0
59/39,1.5128205128205128
24*22,528
92+52,144
74*76,5624
47-77,-30
76/47,1.6170212765957446
39-84,-45
97/88,1.1022727272727273
68/70,0.9714285714285714
6+60,66
15+67,82
42-31,11
62+59,121
9*58,522
57*43,2451
62/44,1.4090909090909092
81*5,405
21+47,68
80/40,2.0
71+81,152
6*73,438
91+94,185
38+38,76
58-21,37
7*8,56
66+90,156
56/99,0.5656565656565656
27-83,-56
8*88,704
1/91,0.01098901098901099
3/70,0.04285714285714286
46/77,0.5974025974025974
28*57,1596
82/59,1.3898305084745763
95-23,72
59-68,-9
1/63,0.015873015873015872
16/48,0.3333333333333333
86+9,95
27-70,-43
73+98,171
29*1,29
17-67,-50
80/35,2.2857142857142856
34+42,76
22-80,-58
45/47,0.9574468085106383
3*1,3
74/91,0.8131868131868132
69*60,4140
64-45,19
13-54,-41
57*68,3876
42-41,1
86*44,3784
87/6,14.5
79-85,-6
20/90,0.2222222222222222
80+37,117
36*50,1800
57-54,3
46/73,0.6301369863013698
23+60,83
5/45,0.1111111111111111
94/80,1.175
63/11,5.7272727272727275
62/52,1.1923076923076923
79*0,0
70*37,2590
84-72,12
25-70,-45
58+28,86
88*31,2728
46-57,-11
52+66,118
22*43,946
30/41,0.7317073170731707
89-68,21
97+43,140
58/31,1.8709677419354838
62-60,2
57+8,65
55-74,-19
97/58,1.6724137931034482
59-79,-20
1-8,-7
79*4,316
30+39,69
91+75,166
88/25,3.52
61*29,1769
45+57,102
1-37,-36
94-2,92
5-59,-54
59/46,1.2826086956521738
80-4,76
29*16,464
79-62,17
54+62,116
93/12,7.75
0*36,0
96*82,7872
46*26,1196
0-33,-33
38-27,11
90*26,2340
17+11,28
76+62,138
31+20,51
30*47,1410
97+12,109
94/72,1.3055555555555556
71/75,0.9466666666666667
74/60,1.2333333333333334
73+48,121
43*72,3096
41-34,7
11*35,385
70*5,350
21-39,-18
9+70,79
56/53,1.0566037735849056
58-45,13
38*20,760
86*89,7654
83+76,159
95+77,172
77/16,4.8125
57/92,0.6195652173913043
54+65,119
34+74,108
55+3,58
75+87,162
71-21,50
61*31,1891
99+69,168
6-27,-21
22/17,1.2941176470588236
3+53,56
70+53,123
60-56,4
17-7,10
76+2,78
78*79,6162
90-6,84
17/57,0.2982456140350877
0*9,0
46+5,51
42-34,8
81*71,5751
40-79,-39
76-89,-13
14-85,-71
73*12,876
61*29,1769
64*41,2624
69*1,69
3*69,207
60/89,0.6741573033707865
26/95,0.2736842105263158
25-64,-39
99+34,133
75+81,156
62+26,88
34+43,77
63-78,-15
35/7,5.0
0-1,-1
71*93,6603
11-17,-6
96+68,164
23/66,0.3484848484848485
35/29,1.206896551724138
76-35,41
37/70,0.5285714285714286
27+28,55
91*56,5096
29-23,6
62+0,62
64*72,4608
99+50,149
66+32,98
32*41,1312
89+36,125
67/48,1.3958333333333333
12-16,-4
11+15,26
81*5,405
49-20,29
90*80,7200
26+68,94
24-13,11
60/2,30.0
32-9,23
59-48,11
8+65,73
3*5,15
3-9,-6
96/23,4.173913043478261
87/56,1.5535714285714286
70/82,0.8536585365853658
39-21,18
80+45,125
70*8,560
16*24,384
38-50,-12
92*65,5980
41+77,118
20+3,23
0/96,0.0
31-56,-25
50*29,1450
97+31,128
44/91,0.4835164835164835
22*48,1056
50-45,5
23+5,28
61/9,6.777777777777778
67*75,5025
27*91,2457
92+81,173
67*80,5360
8*93,744
76+90,166
70+33,103
66-50,16
97+46,143
80*11,880
73-33,40
79*90,7110
84-55,29
38+32,70
38/93,0.40860215053763443
93/98,0.9489795918367347
20-90,-70
63+31,94
43*53,2279
76-58,18
94+44,138
89-72,17
80-84,-4
31-55,-24
64-35,29
27+49,76
83/28,2.9642857142857144
53*91,4823
77+80,157
27/6,4.5
23/13,1.7692307692307692
32-30,2
62*2,124
61/26,2.3461538461538463
38/21,1.8095238095238095
47*86,4042
98-76,22
63-63,0
78*90,7020
64-68,-4
45*93,4185
45-73,-28
21-43,-22
30/56,0.5357142857142857
95/77,1.2337662337662338
35-17,18
18/63,0.2857142857142857
96+84,180
68+88,156
80/54,1.4814814814814814
33+3,36
79+73,152
35+93,128
0+84,84
5-81,-76
46+14,60
84/46,1.826086956521739
1+11,12
27-21,6
98*78,7644
12/52,0.23076923076923078
72-77,-5
47/27,1.7407407407407407
43*53,2279
54-77,-23
37+90,127
41*84,3444
61*81,4941
33/72,0.4583333333333333
13/14,0.9285714285714286
58+23,81
56+9,65
87+10,97
81-77,4
52+4,56
58*64,3712
35/14,2.5
26*84,2184
2/83,0.024096385542168676
3/37,0.08108108108108109
72/91,0.7912087912087912
66/36,1.8333333333333333
36+61,97
91*90,8190
8*8,64
50-53,-3
38-27,11
29-40,-11
12-93,-81
40-48,-8
59-90,-31
5*77,385
51-77,-26
88+60,148
3/72,0.041666666666666664
77/65,1.1846153846153846
22*92,2024
27/71,0.38028169014084506
54+59,113
53*44,2332
79*55,4345
51*62,3162
51/92,0.5543478260869565
59*63,3717
27+0,27
17*69,1173
37/72,0.5138888888888888
84-92,-8
92-39,53
56*28,1568
90*76,6840
56+91,147
56-94,-38
5/64,0.078125
49*70,3430
71*74,5254
79/87,0.9080459770114943
9/41,0.21951219512195122
63-51,12
24/97,0.24742268041237114
81/93,0.8709677419354839
85+58,143
23+58,81
18*81,1458
34-92,-58
38-98,-60
16/61,0.26229508196721313
18*70,1260
10/51,0.19607843137254902
91*50,4550
75*29,2175
4+26,30
90/34,2.6470588235294117
65*80,5200
5+79,84
34*38,1292
21-89,-68
33*72,2376
20/13,1.5384615384615385
5-70,-65
44*84,3696
9/41,0.21951219512195122
27+57,84
54+38,92
72-96,-24
72/13,5.538461538461538
27-25,2
87*70,6090
59-96,-37
60+90,150
41-37,4
61+48,109
64-50,14
40+17,57
26*36,936
24*56,1344
65/98,0.6632653061224489
94-42,52
32*19,608
25-89,-64
60-3,57
43+43,86
73/53,1.3773584905660377
87-94,-7
23*86,1978
59*93,5487
11/48,0.22916666666666666
42/36,1.1666666666666667
91/34,2.676470588235294
5*65,325
33/97,0.3402061855670103
53*42,2226
98/44,2.227272727272727
62+43,105
14-32,-18
3-59,-56
16+12,28
26/30,0.8666666666666667
85-51,34
90+89,179
20/18,1.1111111111111112
20*25,500
60*89,5340
43/26,1.6538461538461537
36-62,-26
67*31,2077
58-2,56
6*78,468
6*78,468
84+87,171
10+38,48
11+61,72
43+61,104
96+37,133
75+48,123
35/41,0.8536585365853658
74/50,1.48
20+43,63
24-92,-68
82-84,-2
97+52,149
17+6,23
0*51,0
55+45,100
23-0,23
97-89,8
15/76,0.19736842105263158
63*33,2079
98/37,2.6486486486486487
82+12,94
2+66,68
4*45,180
61+92,153
46-92,-46
92/66,1.393939393939394
86+56,142
73-84,-11
11+7,18
24/62,0.3870967741935484
28/91,0.3076923076923077
92/75,1.2266666666666666
34*67,2278
60-56,4
2-25,-23
86-79,7
30*96,2880
73+9,82
5+53,58
22/94,0.23404255319148937
43+79,122
81-13,68
12+83,95
15+54,69
35*23,805
73+2,75
13/29,0.4482758620689655
91*42,3822
42*54,2268
0-39,-39
45/64,0.703125
53*52,2756
24/93,0.25806451612903225
74*45,3330
63-40,23
26+7,33
87/63,1.380952380952381
31*32,992
90*8,720
56-22,34
63-35,28
26*43,1118
48*76,3648
7*66,462
59-18,41
45/42,1.0714285714285714
55*69,3795
36+90,126
16/34,0.47058823529411764
73+0,73
18+12,30
20/72,0.2777777777777778
10-98,-88
13-49,-36
98-98,0
80+48,128
62/21,2.9523809523809526
24-28,-4
66/13,5.076923076923077
36/54,0.6666666666666666
74/38,1.9473684210526316
17+0,17
8+85,93
39-50,-11
80-22,58
36*91,3276
44+65,109
48+76,124
0-21,-21
91+53,144
95/52,1.8269230769230769
62-13,49
96/60,1.6
14+5,19
78+55,133
94/63,1.492063492063492
84*6,504
29/95,0.30526315789473685
14+69,83
36/39,0.9230769230769231
19+76,95
33-24,9
76*7,532
64*51,3264
58*81,4698
63+26,89
69-58,11
53+25,78
38/31,1.2258064516129032
37+89,126
33+48,81
54/20,2.7
93/44,2.1136363636363638
99*95,9405
40+71,111
33-15,18
2*85,170
30/65,0.46153846153846156
50-54,-4
22*8,176
41-77,-36
3-52,-49
73+5,78
3*76,228
5/25,0.2
88+89,177
20*51,1020
53/82,0.6463414634146342
4*82,328
90+82,172
47/89,0.5280898876404494
26/10,2.6
88/69,1.2753623188405796
64*75,4800
